GMM, minDCF NO PCA with nTarget 4,nNonTarget2,MTypeTargetdiagonal,MtypeNonTargte diagonal, and prior 0.1 is 0.5397969543147209
GMM, minDCF NO PCA with nTarget 4,nNonTarget2,MTypeTargetdiagonal,MtypeNonTargte tied diagonal, and prior 0.1 is 0.5253172588832487
GMM, minDCF NO PCA with nTarget 4,nNonTarget2,MTypeTargettied diagonal,MtypeNonTargte mvg, and prior 0.1 is 0.4942005076142132
GMM, minDCF NO PCA with nTarget 4,nNonTarget2,MTypeTargettied diagonal,MtypeNonTargte tied, and prior 0.1 is 0.4947969543147208
GMM, minDCF NO PCA with nTarget 4,nNonTarget2,MTypeTargettied diagonal,MtypeNonTargte diagonal, and prior 0.1 is 0.5273096446700507
GMM, minDCF NO PCA with nTarget 4,nNonTarget2,MTypeTargettied diagonal,MtypeNonTargte tied diagonal, and prior 0.1 is 0.5284137055837563
GMM, minDCF NO PCA with nTarget 4,nNonTarget4,MTypeTargetmvg,MtypeNonTargte mvg, and prior 0.1 is 0.4959263959390863
GMM, minDCF NO PCA with nTarget 4,nNonTarget4,MTypeTargetmvg,MtypeNonTargte tied, and prior 0.1 is 0.48196700507614215
GMM, minDCF NO PCA with nTarget 4,nNonTarget4,MTypeTargetmvg,MtypeNonTargte diagonal, and prior 0.1 is 0.4587690355329949
GMM, minDCF NO PCA with nTarget 4,nNonTarget4,MTypeTargetmvg,MtypeNonTargte tied diagonal, and prior 0.1 is 0.48790609137055835
GMM, minDCF NO PCA with nTarget 4,nNonTarget4,MTypeTargettied,MtypeNonTargte mvg, and prior 0.1 is 0.5255710659898477
GMM, minDCF NO PCA with nTarget 4,nNonTarget4,MTypeTargettied,MtypeNonTargte tied, and prior 0.1 is 0.4511802030456853
GMM, minDCF NO PCA with nTarget 4,nNonTarget4,MTypeTargettied,MtypeNonTargte diagonal, and prior 0.1 is 0.4546319796954315
GMM, minDCF NO PCA with nTarget 4,nNonTarget4,MTypeTargettied,MtypeNonTargte tied diagonal, and prior 0.1 is 0.49247461928934017
GMM, minDCF NO PCA with nTarget 4,nNonTarget4,MTypeTargetdiagonal,MtypeNonTargte mvg, and prior 0.1 is 0.4755837563451777
GMM, minDCF NO PCA with nTarget 4,nNonTarget4,MTypeTargetdiagonal,MtypeNonTargte tied, and prior 0.1 is 0.4493781725888325
GMM, minDCF NO PCA with nTarget 4,nNonTarget4,MTypeTargetdiagonal,MtypeNonTargte diagonal, and prior 0.1 is 0.4780837563451777
GMM, minDCF NO PCA with nTarget 4,nNonTarget4,MTypeTargetdiagonal,MtypeNonTargte tied diagonal, and prior 0.1 is 0.4775634517766497
GMM, minDCF NO PCA with nTarget 4,nNonTarget4,MTypeTargettied diagonal,MtypeNonTargte mvg, and prior 0.1 is 0.5076522842639594
GMM, minDCF NO PCA with nTarget 4,nNonTarget4,MTypeTargettied diagonal,MtypeNonTargte tied, and prior 0.1 is 0.4454060913705583
GMM, minDCF NO PCA with nTarget 4,nNonTarget4,MTypeTargettied diagonal,MtypeNonTargte diagonal, and prior 0.1 is 0.4572208121827411
